,folder,art_movement,jpeg,image_name,scrape_state
2808,validation,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/gregor_ix_empfaengt_dekretali_hi.jpg,raffaello_raffaello_sanzio-gregor_ix_receives_the_dekretalie,saved
2809,train,Romanticismo,https://www.copia-di-arte.com/kunst/caspar_david_friedrich/1001435.jpg,caspar_david_friedrich-passeggiata_al_tramontoum,saved
2810,validation,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/Venedig-Dogenpalast-Pierre-Auguste-Renoir-1.jpg,pierreauguste_renoir-venice_the_doges_palace,saved
2811,test,Espressionismo,https://www.copia-di-arte.com/kunst/marianne_von_werefkin/la-grosse-lune.jpg,marianne_von_werefkin-laly_big_lune_the_big_moonum,saved
2812,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/fritz_overbeck/selbstbildnis.jpg,fritz_overbeck-fritz_overbeck_selfportrait,saved
2813,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_etienne_liotard_367/self_portrait_ben53998_hi.jpg,jeanetienne_liotard-self_portrait_stel,saved
2814,test,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/La_Promenade_D_Argenteuil_claude_monet.jpg,claude_monet-la_promenade_dargenteuil,saved
2815,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/portrait_of_a_man_bust_length.jpg,peter_paul_rubens-portrait_of_a_man_bust_length_in_dark_cost,saved
2816,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/robert_tyndall/view_of_st_lukes_brighton.jpg,robert_tyndall-view_of_st_lukes_brighton,saved
2817,train,Barocco,https://www.copia-di-arte.com/kunst/rembrandt_hamerszoon_van_rijn/bildnis_eines_gelehrten.jpg,rembrandt_van_rijn-portrait_of_a_scholar,saved
2818,test,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman_1/new_york_stock_exchange.jpg,lincoln_seligman-new_york_stock_exchange_663,saved
2819,validation,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/m/mondnacht.jpg,wassily_kandinsky-moonlit_night,saved
2820,train,Impressionismo,https://www.copia-di-arte.com/kunst/gustave_caillebotte/portraiteugnelamy.jpg,gustave_caillebotte-untitled_664,saved
2821,train,Rinascimento,https://www.copia-di-arte.com/kunst/vittore_carpaccio/wooden_rialto_bridge_miracle_b_hi.jpg,vittore_carpaccioum-wooden_rialto_bridge_from_the_miracle_of_665,saved
2822,test,Impressionismo,https://www.copia-di-arte.com/kunst/vincent_van_gogh/bluehende-mandelbaumzweig-5093000_D.jpg,vincent_van_gogh-rami_di_mandorlo_in_fioredettaglio,saved
2823,train,Classicismo,https://www.copia-di-arte.com/kunst/pierre_joseph_redoute/rosa_muscosa.jpg,pierre_joseph_redoute-rosa_muscosa_multiplex_double_moss_ros,saved
2824,test,Barocco,https://www.copia-di-arte.com/kunst/jacob_jordaens/virgin_child_ss_zacharias_eli_hi.jpg,jacob_jordaens-the_virgin_and_child_with_ss_zacharias_elizab,saved
2825,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/knowles_james/Island-life.jpg,james_knowles-islandlife,saved
2826,test,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/parrot_tulips_on_a_window_sill.jpg,karen_armitage-parrot_tulips_on_a_window_sill,saved
2827,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/die_entfuehrung_der_proserpina.jpg,peter_paul_rubens-the_rape_of_proserpina,saved
2828,test,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/exotic-birds.jpg,wassily_kandinsky-exotic_birds,saved
2829,train,Romanticismo,https://www.copia-di-arte.com/kunst/david_roberts/kom_ombo_hi.jpg,david_roberts-kom_ombo,saved
2830,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_babtiste_camille_corot/Volterra-1.jpg,jeanbabtistecamille_corot-volterra_666,saved
2831,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/aeneas_prepares_lead_trojans_hi.jpg,peter_paul_rubens-aeneas_prepares_to_lead_the_trojans_into_e,saved
2832,train,Classicismo,https://www.copia-di-arte.com/kunst/anselm_feuerbach_807/das_felsentor_manneporte_bei_t.jpg,anselm_feuerbach-das_felsentor_manneporte_bei_etretatum,saved
2833,test,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/1-stiller-winkel-im-garten-von-montgeron.jpg,claude_monet-un_angolo_del_giardino_a_montgeron,saved
2834,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/judy_joel/eton_college_school_yard_1991.jpg,judy_joel-eton_college_school_yard_wc,saved
2835,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/dreiakteimwalde.jpg,ernst_ludwig_kirchner-untitled_667,saved
2836,validation,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/parnassus_detail_homer_dante_hi.jpg,raffaello_raffaello_sanzio-the_parnassus_detail_of_homer_dan,saved
2837,train,Classicismo,https://www.copia-di-arte.com/kunst/alexander_roslin//King-Gustav-III-of-Sweden.jpg,alexander_roslin-re_gustav_iii_di_svezia_e_i_suoi_fratelli,saved
2838,train,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/theologie_detail_ausschnitt_d_hi.jpg,raffaello_raffaello_sanzio-the_theology_detail_part_of_blank,saved
2839,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/auferweckunglazarus.jpg,albrecht_duerer-raising_of_lazarus_from_the_dead,saved
2840,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/das-paradies.jpg,lucas_cranach_il_vecchio-the_paradise,saved
2841,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/robert_tyndall/evening_boats_china_oil_on_can.jpg,robert_tyndall-evening_boats_china_oil_on_canvas,saved
2842,test,Classicismo,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard/portraet_des_kaisers_alexander.jpg,francois_pascal_simon_gerard-portrait_of_emperor_alexander_i,saved
2843,validation,Impressionismo,https://www.copia-di-arte.com/kunst/max_liebermann/Repairing-the-Nets.jpg,max_liebermann-repairing_the_nets_pencil_on_paperth,saved
2844,train,Barocco,https://www.copia-di-arte.com/kunst/diego_rodriguez_de_silva_y_vel/portrait_young_man_xjl60894_hi.jpg,diego_rodriguez_de_silva_y_velazquez-portrait_of_a_young_man,saved
2845,train,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/turner_venedig_dogana.jpg,william_turner-venezia_dogana_e_sgiorgio_maggiore,saved
2846,train,Classicismo,https://www.copia-di-arte.com/kunst/johann_heinrich_fuessli/lady-macbeth-mit-den-dolchen.jpg,johann_heinrich_fussli-lady_macbeth_with_the_daggers,saved
2847,train,Romanticismo,https://www.copia-di-arte.com/kunst/john_constable/taylor_ghyll_sty_head_borrowda.jpg,john_constable-taylor_ghyll_sty_head_borrowdale,saved
2848,validation,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/m/melancholie-4.jpg,edvard_munch-melancholia_670,saved
2849,train,Classicismo,https://www.copia-di-arte.com/kunst/nicolas_poussin/sieben_heilige_sakramente_ordi.jpg,nicolas_poussin-seven_sacraments_ordination,saved
2850,train,Impressionismo,https://www.copia-di-arte.com/kunst/noartist/v/van_gogh__madame_roulin_with_c.jpg,vincent_van_gogh-van_gogh_madame_roulin_with_child,saved
2851,validation,Impressionismo,https://www.copia-di-arte.com/kunst/vincent_van_gogh/halbfigur.jpg,vincent_van_gogh-mezzo_profilo_di_un_angelo,saved
2852,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/la-roche-gullon.jpg,pierreauguste_renoir-la_rochegullon,saved
2853,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/gaugin_dans_les_lis.jpg,paul_gauguin-in_the_lilies,saved
2854,test,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/women_landscape_hi.jpg,pierreauguste_renoir-donna_in_un_paesaggio_671,saved
2855,validation,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/de-toulouse-lautrec.jpg,henri_de_toulouselautrec-papa_chrysantheme,saved
2856,validation,Espressionismo,https://www.copia-di-arte.com/kunst/paula_modersohn_becker_87/stilleben-mit-porzellan.jpg,paula_modersohnbecker-untitled_672,saved
2857,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/temple_of_aeolus_kew.jpg,karen_armitage-temple_of_aeolus_kew,saved
2858,train,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/die_hl_familie.jpg,raffaello_raffaello_sanzio-sacra_famiglia_con_palma,saved
2859,test,Romanticismo,https://www.copia-di-arte.com/kunst/heinrich_buerkel/winter_am_fernpass.jpg,heinrich_burkel-winter_at_the_far_passport,saved
2860,train,Romanticismo,https://www.copia-di-arte.com/kunst/iwan_kramskoi/bal168210_v1.jpg,iwan_nikolajewitsch_kramskoi-portrait_of_vasili_vasilievich_,saved
2861,train,Impressionismo,https://www.copia-di-arte.com/kunst/camille_pissarro_59/peasants_haymaking_c1884_wc__i.jpg,camille_pissarro-peasants_haymaking_wc_&_ink_on_paper,saved
2862,train,Classicismo,https://www.copia-di-arte.com/kunst/anselm_feuerbach_807/2-nanna.jpg,anselm_feuerbach-nanna_675,saved
2863,validation,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/lobegesang_der_auserwaehlten.jpg,albrecht_duerer-lobegesang_der_auserwahlten_im_himmelum,saved
2864,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/frau_mit_hund.jpg,henri_de_toulouselautrec-woman_with_dog,saved
2865,validation,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_altdorfer/die_ehrenpforte_fuer_kaiser_ma.jpg,albrecht_altdorferum-the_triumphal_arch_of_the_emperor_maxim,saved
2866,train,Impressionismo,https://www.copia-di-arte.com/kunst/max_liebermann/1009780_v1.jpg,max_liebermann-bambini_che_giocano_nel_parco,saved
2867,train,Barocco,https://www.copia-di-arte.com/kunst/jan_vermeer_van_delft//Junge-Frau-mit-einem-Wasserkrug-am-Fenster.jpg,johannes_vermeer-woman_with_a_water_jug,saved
2868,train,Barocco,https://www.copia-di-arte.com/kunst/charles_le_brun_3666/wedding_moses_zipporah_pair_7_hi.jpg,charles_le_brun-the_wedding_of_moses_and_zipporah_pair_of,saved
2869,train,Espressionismo,https://www.copia-di-arte.com/kunst/lovis_corinth/selbstbildnis1921.jpg,lovis_corinth-untitled_676,saved
2870,train,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/koelnvomflussaus.jpg,william_turner-untitled_677,saved
2871,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/louis_marie_lemaire/cluster-of-poppies.jpg,louis_marie_lemaire-cluster_of_poppies,saved
2872,train,Espressionismo,https://www.copia-di-arte.com/kunst/august_macke_726/house.jpg,august_macke-casa_in_un_paesaggio,saved
2873,train,Impressionismo,https://www.copia-di-arte.com/kunst/vincent_van_gogh/lazzaro.jpg,vincent_van_gogh-la_resurrezione_di_lazzaro,saved
2874,train,Espressionismo,https://www.copia-di-arte.com/kunst/august_macke_726/elisabeth-im-roten-kleid.jpg,august_macke-elisabeth_in_a_red_dress,saved
2875,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/berge-auf-tahiti.jpg,paul_gauguin-paesaggio_tahitiano,saved
2876,train,Romanticismo,https://www.copia-di-arte.com/kunst/ferdinand_victor_eugene_delacr/hamlet_horatio_friedhof_hi.jpg,ferdinand_victor_eugene_delacroix-hamlet_and_horatio_on_the__678,saved
2877,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_auguste_dominique_ingres_30/self_portrait_xir178998_hi.jpg,jean_auguste_dominique_ingres-self_portraitcompleted,saved
2878,validation,Espressionismo,https://www.copia-di-arte.com/kunst/edvard_munch_11004/vampire.jpg,edvard_munch-vampire_679,saved
2879,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/noartist/a/a_renoir__mountains_near_estaq.jpg,pierreauguste_renoir-a_renoir_mountains_near_estaque,saved
2880,train,Rinascimento,https://www.copia-di-arte.com/kunst/michelangelo_buonarroti/1-libysche-sibylle-ausschnitt-sixtinische-kapelle.jpg,michelangelo_buonarroti-sibilla_libica_particolare_della_cap,saved
2881,train,Barocco,https://www.copia-di-arte.com/kunst/jean_antoine_watteau_218/la_surprise_ein_sich_umarmende.jpg,jeanantoine_watteau-la_surprise_ein_sich_umarmendes_paar_und,saved
2882,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/figurinen-zu-bild.jpg,wassily_kandinsky-pictures_at_an_exhibition_figures_image_xv,saved
2883,train,Rinascimento,https://www.copia-di-arte.com/kunst/_raphaelraffaellosanzioofurbino/madonna_and_child_and_head_of.jpg,raffaello_raffaello_sanzio-madonna_and_child_and_head_of_an_,saved
2884,validation,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/brautzug_hi.jpg,wassily_kandinsky-the_bride_trainum,saved
2885,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/zweifiguren.jpg,ernst_ludwig_kirchner-zwei_figuren,saved
2886,validation,Impressionismo,https://www.copia-di-arte.com/kunst/eugene_boudin/shore-at-trouville.jpg,eugene_boudin-the_shore_at_trouville,saved
2887,validation,Barocco,https://www.copia-di-arte.com/kunst/jacob_jordaens/madonna_und_kind_mit_dem_johan.jpg,jacob_jordaens-the_virgin_and_child_with_saints_zacharias_el,saved
2888,test,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/5sz-d1-s1-1925-1_v1.jpg,ernst_ludwig_kirchner-untitled_682,saved
2889,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/artists_tulips_in_the_drawing.jpg,karen_armitage-artists_tulips_in_the_drawing_room,saved
2890,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/christies/hi/afterthebath-3_hi_1.jpg,pierreauguste_renoir-after_the_bath_684,saved
2891,train,Romanticismo,https://www.copia-di-arte.com/kunst/john_constable/kaehne-auf-dem-stour.jpg,john_constable-small_boats_on_the_stour,saved
2892,train,Impressionismo,https://www.copia-di-arte.com/kunst/michael_peter_ancher/gartenfest_lampion_umzug_hi.jpg,michael_peter_ancher-garden_party_the_chinese_lantern_move,saved
2893,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/judy_joel/kingston_marketsurrey.jpg,judy_joel-kingston_marketsurrey_685,saved
2894,train,Rinascimento,https://www.copia-di-arte.com/kunst/giorgione_eigentl_giorgio_bar/landschaft_sonnenuntergang_hi.jpg,giorgione_alias_giorgio_barbarelli_da_castelfrancoum-paesagg,saved
2895,train,Classicismo,https://www.copia-di-arte.com/kunst/francois_pascal_simon_gerard_293/hortense_beauharnais_1783_183_hi.jpg,francois_pascal_simon_gerard-hortense_de_beauharnais_686,saved
2896,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_altdorfer/heilige_francis_hi.jpg,albrecht_altdorferum-the_saint_francis,saved
2897,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/salome.jpg,lucas_cranach_il_vecchio-salome_with_the_head_of_johannes,saved
2898,train,Espressionismo,https://www.copia-di-arte.com/kunst/noartist/c/construction_lgre_leichte_kons.jpg,wassily_kandinsky-light_construction,saved
2899,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/ein_buergerlicher_nachmittag_oder_die_familie_terr.jpg,pierre_bonnard-a_bourgeoise_afternoon_or_the_terrasse_family,saved
2900,validation,Classicismo,https://www.copia-di-arte.com/kunst/jacques_louis_david/the-oath-of-the-horatii_david.jpg,jacques_louis_david-the_oath_of_the_horatii_detail_of_the_ho,saved
2901,train,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/seerosenundagapanthus.jpg,claude_monet-ninfee_e_agapanthus,saved
2902,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_de_toulouse-lautrec/ambroise_thomas_1811_96_at_a_r.jpg,henri_de_toulouselautrec-ambroise_thomas_at_a_rehearsal_of_h,saved
2903,train,Rinascimento,https://www.copia-di-arte.com/kunst/lucas_cranach_d_ae/maria_das_kind_stillend.jpg,lucas_cranach_il_vecchio-tthe_virgin_suckling_the_child,saved
2904,validation,Rinascimento,https://www.copia-di-arte.com/kunst/michelangelo_buonarroti/Battle-fo-the-Centaurs.jpg,michelangelo_buonarroti-battle_of_the_centaurs,saved
2905,train,Barocco,https://www.copia-di-arte.com/kunst/giovanni_paolo_panini/landscape_roman_ruins_hi.jpg,giovanni_paolo_pannini-landscape_with_roman_ruins,saved
2906,train,Classicismo,https://www.copia-di-arte.com/kunst/sir_thomas_lawrence_980/portrait_william_wilberforce_hi.jpg,sir_thomas_lawrence-portrait_of_william_wilberforce,saved
2907,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/timothy_easton_1/geese_and_young_willow_1989.jpg,timothy_easton-geese_and_young_willow,saved
2908,validation,Classicismo,https://www.copia-di-arte.com/kunst/francisco_jose_de_goya/bildnis_leandro_fernandez_mor_hi.jpg,francisco_jose_de_goya-portrait_of_the_leandro_fernandez_de_,saved
2909,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/chiens_jouant_et_une_figure.jpg,pierre_bonnard-chiens_jouant_et_une_figure,saved
2910,train,Romanticismo,https://www.copia-di-arte.com/kunst/ferdinand_victor_eugene_delacr/a_lion_in_the_desert.jpg,ferdinand_victor_eugene_delacroix-a_lion_in_the_desert,saved
2911,train,Espressionismo,https://www.copia-di-arte.com/kunst/wassily_kandinsky/rider-over-the-bridge-improvisation-iii_kandinsky.jpg,wassily_kandinsky-rider_over_the_bridge_improvisation_iii,saved
2912,train,Classicismo,https://www.copia-di-arte.com/kunst/jean_auguste_dominique_ingres_30/portrait_italian_composer_che_hi.jpg,jean_auguste_dominique_ingres-portrait_of_the_italian_compos,saved
2913,validation,Barocco,https://www.copia-di-arte.com/kunst/david_teniers/der_floetist.jpg,david_teniers-flautist,saved
2914,train,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/countryside.jpg,claude_monet-giverny_countryside,saved
2915,validation,Rinascimento,https://www.copia-di-arte.com/kunst/noartist/a/aduerer_christ_at_mtof_olive.jpg,albrecht_duerer-adurer_christ_at_mtof_olive_draw,saved
2916,test,Barocco,https://www.copia-di-arte.com/kunst/jan_vermeer_van_delft/4070_v0.jpg,johannes_vermeer-the_music_lesson,saved
2917,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/sophia_elliot/lavender_and_daisies.jpg,sophia_elliot-lavender_and_daisies,saved
2918,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner//Brandenburger-Tor.jpg,ernst_ludwig_kirchner-brandenburg_gate,saved
2919,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/julian_barrow/the_bethesda_fountain_central.jpg,julian_barrow-the_bethesda_fountain_central_park_oil_on_canv,saved
2920,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/schlacht-von-anghiari.jpg,peter_paul_rubens-fight_of_anghiari,saved
2921,train,Espressionismo,https://www.copia-di-arte.com/kunst/august_macke_726/farbige-formenkomposition.jpg,august_macke-colored_composition_of_forms,saved
2922,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/view_sea_guernsey_hi.jpg,pierreauguste_renoir-view_of_the_sea_guernsey,saved
2923,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/olivia_lilies.jpg,karen_armitage-olivia_lilies,saved
2924,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/lincoln_seligman/incense_sticks_oil_on_canvas.jpg,lincoln_seligman-incense_sticks_oil_on_canvas,saved
2925,validation,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/frauenkleidung.jpg,pierre_bonnard-woman_dressing,saved
2926,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/die_gouvernante.jpg,jeanbaptiste_simeon_chardin-the_governess_690,saved
2927,train,Barocco,https://www.copia-di-arte.com/kunst/jean_baptiste_oudry/blanche.jpg,jean_baptiste_oudry-blanche_bitch_of_the_royal_hunting_pack,saved
2928,train,Impressionismo,https://www.copia-di-arte.com/kunst/vincent_van_gogh/Peasant-Woman-Gleaning.jpg,vincent_van_gogh-peasant_woman_gleaning,saved
2929,test,Classicismo,https://www.copia-di-arte.com/kunst/nicolas_poussin/die-isareliten-sammeln-das-manna.jpg,nicolas_poussin-the_isareliten_collect_the_manna,saved
2930,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/regatta.jpg,pierre_bonnard-regatta,saved
2931,train,Classicismo,https://www.copia-di-arte.com/kunst/sir_thomas_lawrence_980/portrait_carl_maria_friedrich__hi.jpg,sir_thomas_lawrence-portrait_of_carl_maria_friedrich_ernst_v,saved
2932,test,Romanticismo,https://www.copia-di-arte.com/kunst/joseph_mallord_william_turner/sonnenaufgang_.jpg,william_turner-lalba_con_una_barca_tra_estremita_di_terra,saved
2933,train,Rinascimento,https://www.copia-di-arte.com/kunst/leonardo_da_vinci/Anatomical_drawing_of-hearts_and_blood_Leonardo_da_Vinci-1.jpg,leonardo_da_vinci-disegni_anatomici_del_cuore_e_dei_vasi_san,saved
2934,train,Barocco,https://www.copia-di-arte.com/kunst/peter_paul_rubens/soldaten_zerstoeren_eine_bruec.jpg,peter_paul_rubens-soldaten_zerstoren_eine_brucke,saved
2935,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/spiegel_1013832_hi.jpg,pierre_bonnard-in_front_of_the_mirror,saved
2936,train,Classicismo,https://www.copia-di-arte.com/kunst/francisco_jose_de_goya/1-gerupfte-pute.jpg,francisco_jose_de_goya-plucked_turkey_henum,saved
2937,train,Impressionismo,https://www.copia-di-arte.com/kunst/edgar_degas_641/jungespartanerinnen.jpg,edgar_degas-young_spartan_girls,saved
2938,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_fantin_latour/round_bouquet_hi.jpg,henri_fantinlatour-round_bouquet,saved
2939,validation,Espressionismo,https://www.copia-di-arte.com/kunst/lovis_corinth/fruchtschalen_hi.jpg,lovis_corinth-fruit_bowls,saved
2940,train,Romanticismo,https://www.copia-di-arte.com/kunst/theodore_gericault_1/ansichtvontivoli.jpg,jean_louis_theodore_gericault-untitled_694,saved
2941,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/knowles_james/milk-thistle_knowles.jpg,james_knowles-milk_thistle,saved
2942,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/still_life_statuette_hi.jpg,paul_cezanne-still_life_with_statuette,saved
2943,validation,Romanticismo,https://www.copia-di-arte.com/kunst/caspar_david_friedrich/fischerboot_auf_der_ostsee.jpg,caspar_david_friedrich-fishing_boat_by_the_baltic_sea,saved
2944,validation,Impressionismo,https://www.copia-di-arte.com/kunst/claude_monet/1009043_v1.jpg,claude_monet-le_barche_rosse_argenteuil,saved
2945,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/paul_gauguin/to_make_a_bouquet.jpg,paul_gauguin-to_make_a_bouquet,saved
2946,train,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/mark_adlington/dsu_and_said_rann_of_kutch_199.jpg,mark_adlington-dsu_and_said_rann_of_kutch_oil_on_canvas,saved
2947,train,Impressionismo,https://www.copia-di-arte.com/kunst/paul_cezanne/l-estaque.jpg.jpg,paul_cezanne-lestaque,saved
2948,train,Rinascimento,https://www.copia-di-arte.com/kunst/leonardo_da_vinci/studienblatt-mit-weiblichem-kopf-leda.jpg,leonardo_da_vinci-studienblatt_mit_weiblichem_kopf_leda_695,saved
2949,train,Romanticismo,https://www.copia-di-arte.com/kunst/georg_friedrich_kersting/kersting-entwuerfe-fuer-teller.jpg,georg_friedrich_kersting-entwuerfe_fuer_tellerdekore_nr,saved
2950,train,Rinascimento,https://www.copia-di-arte.com/kunst/raffael_eigntl_rafaello_santi/die-vision-des-ezechiel.jpg,raffaello_raffaello_sanzio-visione_di_ezechieleum,saved
2951,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/kitchen-still-life-chardin.jpg,jeanbaptiste_simeon_chardin-kitchen_stilllifeum,saved
2952,train,Impressionismo,https://www.copia-di-arte.com/kunst/edouard_manet_739/3000.jpg,edouard_manet-monet_painting_on_his_studio_boat,saved
2953,train,Rinascimento,https://www.copia-di-arte.com/kunst/albrecht_duerer/portraet_von_friedrich_iii_von.jpg,albrecht_duerer-portrait_of_frederick_iii_elector_of_saxony,saved
2954,train,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/liegenderweiblicherakt.jpg,ernst_ludwig_kirchner-untitled_696,saved
2955,train,Classicismo,https://www.copia-di-arte.com/kunst/giovanni_domenico_tiepolo/joseph_berichtet_maria_von_der.jpg,giovanni_domenico_tiepolo-joseph_berichtet_maria_von_der_auf,saved
2956,train,Espressionismo,https://www.copia-di-arte.com/kunst/lovis_corinth/thomas_hut_hand_hi.jpg,lovis_corinth-thomas_with_hat_in_the_hand,saved
2957,test,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/karen_armitage/the_broken_wagon_sussex_pastel.jpg,karen_armitage-the_broken_wagon_sussex_pastel_on_paper,saved
2958,test,Post-impressionismo,https://www.copia-di-arte.com/kunst/henri_de_toulouse_lautrec_736/waerter_hi.jpg,henri_de_toulouselautrec-my_attendant,saved
2959,train,Romanticismo,https://www.copia-di-arte.com/kunst/jean_baptiste_simeon_chardin/stockente_hi.jpg,jeanbaptiste_simeon_chardin-the_mallard,saved
2960,validation,Espressionismo,https://www.copia-di-arte.com/kunst/ernst_ludwig_kirchner/1-rheinbruecke.jpg,ernst_ludwig_kirchner-rhine_bridge,saved
2961,train,Classicismo,https://www.copia-di-arte.com/kunst/alexander_roslin/portraet_von_graf_sachar_tsche.jpg,alexander_roslin-portrait_of_count_zakhar_chernyshov,saved
2962,train,Espressionismo,https://www.copia-di-arte.com/kunst/lovis_corinth/kreuzabnahme.jpg,lovis_corinth-untitled_697,saved
2963,train,Romanticismo,https://www.copia-di-arte.com/kunst/ferdinand_victor_eugene_delacr/christus_kreuz_hi.jpg,ferdinand_victor_eugene_delacroix-christ_at_the_cross,saved
2964,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_bonnard/frau_mit_rechen.jpg,pierre_bonnard-woman_with_rake,saved
2965,train,Post-impressionismo,https://www.copia-di-arte.com/kunst/pierre_auguste_renoir/ruderer-bei-chatou.jpg,pierreauguste_renoir-renoir_oarsmen_near_chatou,saved
2966,validation,Arte concreta figurativa,https://www.copia-di-arte.com/kunst/robert_tyndall/two-children-on-donkeys.jpg,robert_tyndall-two_children_on_donkeys,saved
2967,train,Espressionismo,https://www.copia-di-arte.com/kunst/edvard_munch_11004/1-der-kusz.jpg,edvard_munch-the_kiss_iv,saved
2968,train,Espressionismo,https://www.copia-di-arte.com/kunst/lesser_ury/der_regenbogen_vom_beelitzhof.jpg,lesser_ury-der_regenbogen_vom_beelitzhof,saved
2969,train,Impressionismo,https://www.copia-di-arte.com/kunst/noartist/v/van_gogh__cornfield__c1888.jpg,vincent_van_gogh-van_gogh_cornfield,saved
2970,train,Espressionismo,https://www.copia-di-arte.com/kunst/franz_marc_727/der-mandrill.jpg,franz_marc-larmadillo,saved
