,image_link,artists,art_movement,title
2247,https://www.copia-di-arte.com/a/max-liebermann/studienkopfeinerdame.html,Max Liebermann(1847  - 1935),Impressionismo,Studienkopf einer Dame(1894)
2248,https://www.copia-di-arte.com/a/abel/sunworshipperi2005oilonca.html,Catherine  Abel(b.1966  ),Arte Figurativa astratta,"Sunworshipper I, 2005 (oil on canvas) "
2249,https://www.copia-di-arte.com/a/jordaens-jacob/odysseus.html,Jacob Jordaens(1593  - 1678),Barocco,Odysseus
2250,https://www.copia-di-arte.com/a/tiziano-vercellio/interruptedconcertc1512.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,"Interrupted Concert, c.1512"
2251,https://www.copia-di-arte.com/a/barrow/chelseaembankmentfromtite.html,Julian  Barrow,Arte concreta figurativa,Chelsea Embankment from Tite Street (oil on canvas) 
2252,https://www.copia-di-arte.com/a/albrecht-durer/una-scimmia.html,Albrecht Duerer(1471  - 1528),Rinascimento,Una scimmia
2253,https://www.copia-di-arte.com/a/camille-pissarro/farmer-and-child-in-the-f.html,Camille Pissarro(1830  - 1903),Impressionismo,"Farmer and child in the field, Pontoise(1881)"
2254,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/tanzende-1.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
2255,https://www.copia-di-arte.com/a/bonnard-pierre/das_badezimmer.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,The Bathroom(1932)
2256,https://www.copia-di-arte.com/a/alfred-sisley-1/fuweginlessablons.html,Alfred Sisley(1839  - 1899),Impressionismo,A path at Les Sablons(1883)
2257,https://www.copia-di-arte.com/a/paul-cezanne/selbstbildnis1877.html,Paul Cézanne(1839  - 1906),Impressionismo,
2258,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/kitchen-scene-with-christ.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,Kitchen Scene with Christ in the House of Martha and Mary(c.1618)
2259,https://www.copia-di-arte.com/a/claude-monet/the-customs-officers-hut.html,Claude Monet(1840  - 1926),Impressionismo,The Customs Officers' Hut at Pourville(1882)
2260,https://www.copia-di-arte.com/a/wassily-kandinsky/aquarellnr2.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Watercolour No. 2
2261,https://www.copia-di-arte.com/a/cranach-il-vecchio/dasungleichepaar-1.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,The Unequal Couple
2262,https://www.copia-di-arte.com/a/paul-gauguin/nevermore.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Nevermore
2263,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/womaninbedprofile-wakingu.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,"Woman in Bed, Profile - Waking Up, 1896 (crayon, brush and spatter lithograph, printed in four colou"
2264,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/girl-in-the-hairdryer.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,Girl in the hairdryer
2265,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/stilllebenmitperlenundvas.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Stillleben mit Perlen und Vase(1902)
2266,https://www.copia-di-arte.com/a/elsner/claudiaelsner-fruehstueck.html,Claudia Elsner,Arte Figurativa astratta,Fruehstueckspause(2010)
2267,https://www.copia-di-arte.com/a/georg_ireland/caitlin-2.html,Georg Ireland(1953 ),Arte astratta figurativa,Caitlin 2(2019)
2268,https://www.copia-di-arte.com/a/edouard-manet/absinthe-drinker.html,Edouard Manet(1832  - 1883),Impressionismo,Absinthe Drinker(1858/59)
2269,https://www.copia-di-arte.com/a/david-teniers/monkeys-in-a-tavern.html,David Teniers(1610  - 1690),Barocco,Monkeys in a Tavern
2270,https://www.copia-di-arte.com/a/travers/usmap.html,Michael Travers,Arte Figurativa astratta,us map
2271,https://www.copia-di-arte.com/a/lovis-corinth/fliederundtulpen.html,Lovis Corinth(1858  - 1925),Espressionismo,Lilac and Tulips
2272,https://www.copia-di-arte.com/a/alfred-sisley-1/the-bridge-at-sevres-1.html,Alfred Sisley(1839  - 1899),Impressionismo,The Bridge at Sevres(c.1877)
2273,https://www.copia-di-arte.com/a/john-constable/netley-abbey.html,John Constable(1776  - 1837),Romanticismo,Netley Abbey(1888)
2274,https://www.copia-di-arte.com/a/gerard-francois-pascal/caroline-bonaparte-1782-1.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,Caroline Bonaparte (1782-1839) and her Children
2275,https://www.copia-di-arte.com/a/adlington/starburst.html,Mark  Adlington,Arte concreta figurativa,Starburst
2276,https://www.copia-di-arte.com/a/cranach-il-vecchio/cardinal-albrecht-of-bran-1.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,"Cardinal Albrecht of Brandenburg, archbishop of Mainz, when St. Hieronymus."
2277,https://www.copia-di-arte.com/a/otto-mueller/wald-1.html,Otto Mueller(1874  - 1930),Espressionismo,Wald(Um 1925)
2278,https://www.copia-di-arte.com/a/travers/digitalworldgreen.html,Michael Travers,Arte Figurativa astratta,digital world green
2279,https://www.copia-di-arte.com/a/giorgione-alias-barbarell/il-tramonto-the-sunset.html, Giorgione (alias Giorgio Barbarelli da Castelfranco)(um 1477  - 1510),Rinascimento,Il Tramonto (The Sunset)
2280,https://www.copia-di-arte.com/a/james-jacques-tissot/ammeer-1.html,James Jacques Tissot(1836  - 1902),Arte Vittoriana,Am Meer.
2281,https://www.copia-di-arte.com/a/pierre-joseph-redoute/irisfimbriataredout-2.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Iris fimbriata / Redouté
2282,https://www.copia-di-arte.com/a/travers/futuretree.html,Michael Travers,Arte Figurativa astratta,future tree
2283,https://www.copia-di-arte.com/a/easton/hoeingagainstthehedge1991.html,Timothy  Easton,Arte concreta figurativa,"Hoeing Against the Hedge, 1991 "
2284,https://www.copia-di-arte.com/a/charles-le-brun/louisxivpaintingbylebrun-.html,Charles Le Brun(1619  - 1690),Barocco,Louis XIV / Painting by Le Brun.
2285,https://www.copia-di-arte.com/a/scuola-inglese/margaretofanjouafterananc.html, Scuola Inglese(18th century ),Arte Vittoriana,"Margaret of Anjou, after an Ancient Picture in the Collection of the Right Honourable the Earl of Ox"
2286,https://www.copia-di-arte.com/a/caspar-david-friedrich/segelschiff.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Segelschiff(1809)
2287,https://www.copia-di-arte.com/a/pierre-auguste-renoir/bather-5.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Bather(1879)
2288,https://www.copia-di-arte.com/a/paul-gauguin/les-enfants-luttant.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Le's enfants Luttant(1888)
2289,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/ruhendemuttermitkind.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Ruhende Mutter mit Kind(1906)
2290,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-abwaschbursche-in-the.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The Abwaschbursche in the pub(1738)
2291,https://www.copia-di-arte.com/a/jean-antoine-gros/napoleon_bonaparte___ptgb.html,Jean-Antoine Gros(1771  - 1835),Classicismo,Napoleon Bonaparte / Ptg.by A.J.Gros
2292,https://www.copia-di-arte.com/a/albrecht-durer/bildniskaisermaximiliani.html,Albrecht Duerer(1471  - 1528),Rinascimento,Bildnis Kaiser Maximilian I(Um 1550?)
2293,https://www.copia-di-arte.com/a/easton/autumngrove1991.html,Timothy  Easton,Arte concreta figurativa,"Autumn Grove, 1991 "
2294,https://www.copia-di-arte.com/a/pierre-joseph-redoute/bouquet-of-pansies-engrav.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,"Bouquet of Pansies, engraved by Victor, from 'Choix des Plus Belles Fleurs'(1827)"
2295,https://www.copia-di-arte.com/a/von-schwind-moritz-1/the-falkensteiner-ride.html,Moritz von Schwind(1804  - 1871),Romanticismo,The Falkensteiner ride.(1843/44)
2296,https://www.copia-di-arte.com/a/thaulow-frits/amwinterfluss.html,Frits Thaulow(1847  - 1906),Post-impressionismo,Winter River Landscape
2297,https://www.copia-di-arte.com/a/peter-paul-rubens/medici-cycle-the-flight-o.html,Peter Paul Rubens(1577  - 1640),Barocco,"Medici cycle: The flight of the queen from Blois, 21./22.2.1619"
2298,https://www.copia-di-arte.com/a/zupan-dagmar/sky-embers-1.html,Dagmar Zupan(1960 ),Arte astratta figurativa,Sky embers 1(2000)
2299,https://www.copia-di-arte.com/a/max-liebermann/altefraumitziegenstudie.html,Max Liebermann(1847  - 1935),Impressionismo,Alte Frau mit Ziegen (Studie)(Gegen 1890)
2300,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoirsdlichelandschaft-.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir, Südliche Landschaft"
2301,https://www.copia-di-arte.com/a/pierre-joseph-redoute/rosa-lumila-1.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Rosa Lumila
2302,https://www.copia-di-arte.com/a/claude-monet/waterlilies-19.html,Claude Monet(1840  - 1926),Impressionismo,Waterlilies(1908)
2303,https://www.copia-di-arte.com/a/kersting-georg-friedrich/faust-im-studierzimmer.html,Georg Friedrich Kersting(1785  - 1847),Romanticismo,Faust im Studierzimmer(1829)
2304,https://www.copia-di-arte.com/a/peter-paul-rubens/venus-cupid-bacchus-and-c.html,Peter Paul Rubens(1577  - 1640),Barocco,"Venus, Cupid, Bacchus and Ceres(1613)"
2305,https://www.copia-di-arte.com/a/nerly-friedrich/friedrichnerlyselbstbildnis.html,Friedrich Nerly(1842  - 1919),Romanticismo,Friedrich Nerly (Selbstbildnis)(1828)
2306,https://www.copia-di-arte.com/a/vincent-van-gogh/still-life-with-three-bir.html,Vincent van Gogh(1853  - 1890),Impressionismo,Still life with three bird's nests(1885)
2307,https://www.copia-di-arte.com/a/flohic-philippe/nu-femme-140808.html,Philippe Flohic(1966 ),Arte concreta figurativa,Nu Femme 140808
2308,https://www.copia-di-arte.com/a/travers/floralnatureborder.html,Michael Travers,Arte Figurativa astratta,floral nature border
2309,https://www.copia-di-arte.com/a/knowles-james/gordon-cinco.html,James Knowles(1958 ),Arte concreta figurativa,Gordon Cinco(2007)
2310,https://www.copia-di-arte.com/a/eugene-delacroix/the-kasbah-tangier-on.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,"The Kasbah, Tangier  on"
2311,https://www.copia-di-arte.com/a/pierre-auguste-renoir/young-woman-in-a-hat-1.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Young Woman in a Hat
2312,https://www.copia-di-arte.com/a/james-jacques-tissot/martinlutherzweifelnd.html,James Jacques Tissot(1836  - 1902),Arte Vittoriana,Martin Luther zweifelnd(1860)
2313,https://www.copia-di-arte.com/a/von-schwind-moritz-1/psyche-von-den-furien-gep.html,Moritz von Schwind(1804  - 1871),Romanticismo,Psyche von den Furien gepeinigt(1838)
2314,https://www.copia-di-arte.com/a/dante-gabriel-rossetti/fcornforthandgpboycedgros.html,Dante Gabriel Rossetti(1828  - 1882),Arte Vittoriana,F.Cornforth and G.P.Boyce / D.G.Rossetti
2315,https://www.copia-di-arte.com/a/jordaens-jacob/the-gaze-of-the-man-makin.html,Jacob Jordaens(1593  - 1678),Barocco,"The Gaze of the Man Making the Horse Rear, from a poem by Plutarch"
2316,https://www.copia-di-arte.com/a/william-turner/venezia-vista-fusina.html,William Turner(1775  - 1851),Romanticismo,"Venezia, vista da Fusina(1840)"
2317,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoirfemalenude1876-2.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Renoir / Female nude / 1876
2318,https://www.copia-di-arte.com/a/adlington/harboursealwestcove.html,Mark  Adlington,Arte concreta figurativa,"Harbour seal, West Cove"
2319,https://www.copia-di-arte.com/a/koester-alexander/blumeninglasvase-1.html,Alexander Koester(1864  - 1932),Post-impressionismo,Blumen in Glasvase
2320,https://www.copia-di-arte.com/a/alexej-von-jawlensky/landschaftanderostsee-1.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,Landschaft (an der Ostsee)(1911)
2321,https://www.copia-di-arte.com/a/bonnard-pierre/jeune_femme_a_la_lam.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Jeune femme à la lampe / Figure à la lampe(1898)
2322,https://www.copia-di-arte.com/a/peter-paul-rubens/landscape-with-a-birdcatc.html,Peter Paul Rubens(1577  - 1640),Barocco,Landscape with a Birdcatcher
2323,https://www.copia-di-arte.com/a/edouard-manet/waitress-serving-glasses.html,Edouard Manet(1832  - 1883),Impressionismo,Waitress serving glasses of beer(1878-79)
2324,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/philipp-iv-1.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,Philipp IV. 1(1657)
2325,https://www.copia-di-arte.com/a/nicolas-poussin/echo-and-narcissus-2.html,Nicolas Poussin(1594  - 1665),Classicismo,Echo and Narcissus
2326,https://www.copia-di-arte.com/a/ireland-3/redroomvictorianstyle.html,William  Ireland,Arte concreta figurativa,Red Room (Victorian Style)
2327,https://www.copia-di-arte.com/a/sir-john-everett-millais/portraitvonlouisejopling.html,Sir John Everett Millais(1829  - 1896),Arte Vittoriana,Portrait von Louise Jopling(1979)
2328,https://www.copia-di-arte.com/a/travers/rainbowbridge.html,Michael Travers,Arte Figurativa astratta,rainbow bridge
2329,https://www.copia-di-arte.com/a/paul-cezanne/portraitoftheartistsson18.html,Paul Cézanne(1839  - 1906),Impressionismo,"Portrait of the artist''s son, 1881-82"
2330,https://www.copia-di-arte.com/a/alfred-sisley-1/the-road-to-hampton-court.html,Alfred Sisley(1839  - 1899),Impressionismo,The Road to Hampton Court(1874)
2331,https://www.copia-di-arte.com/a/august-macke/cattedrale-freiburg.html,August Macke(1887  - 1914),Espressionismo,Cattedrale ad Freiburg in svizzera(1914)
2332,https://www.copia-di-arte.com/a/claude-monet/seerosen-18.html,Claude Monet(1840  - 1926),Impressionismo,Water Lilies(1907)
2333,https://www.copia-di-arte.com/a/burne-jones-sir-edward/der-heilige-georg-toetet-.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,Der heilige Georg tötet den Drachen(1868)
2334,https://www.copia-di-arte.com/a/vincent-van-gogh/the-exercise-yard-or-the.html,Vincent van Gogh(1853  - 1890),Impressionismo,"The Exercise Yard, or The Convict Prison(1890)"
2335,https://www.copia-di-arte.com/a/bonnard-pierre/liegenderaktaufweiblaukariertemgrund.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Liegender Akt auf weißblau kariertem Grund
2336,https://www.copia-di-arte.com/a/alfred-sisley-1/the-ferry-of-the-island-o.html,Alfred Sisley(1839  - 1899),Impressionismo,"The ferry of the island of box, inundation(1872)"
2337,https://www.copia-di-arte.com/a/tiziano-vercellio/titianspainaidingreligion.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Titian / Spain aiding Religion / 1566-75
2338,https://www.copia-di-arte.com/a/leighton-frederic/musicc1883-85oiloncanvasd-1.html,Frederic Leighton(1830  - 1896),Arte Vittoriana,"'Music', c.1883-85 (oil on canvas) (detail of 250639)(20th)"
2339,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/karlstirner.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
2340,https://www.copia-di-arte.com/a/wassily-kandinsky/imrotenkleidamseeufer.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Lady in Red Dress at the Lakefront
2341,https://www.copia-di-arte.com/a/bonnard-pierre/das_kirschtoertchen.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,The Cherry Tart(1908)
2342,https://www.copia-di-arte.com/a/john-constable/il-carro.html,John Constable(1776  - 1837),Romanticismo,Il carro(1821)
2343,https://www.copia-di-arte.com/a/valien/is-the-aim-now.html,Goetz Valien(1960 ),Arte concreta figurativa,IS THE AIM NOW?(2007)
2344,https://www.copia-di-arte.com/a/peter-paul-rubens/dievereinigunggrobritanniens.html,Peter Paul Rubens(1577  - 1640),Barocco,The Uniting of Great Britain
2345,https://www.copia-di-arte.com/a/bonnard-pierre/nu_debout_de_profil.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Nu debout de profil(1905)
2346,https://www.copia-di-arte.com/a/chardin-jean-baptiste/the-attentive-nurse.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,The Attentive Nurse(c.1738)
2347,https://www.copia-di-arte.com/a/cranach-il-vecchio/portraitofayounggirlhalfl.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,"Portrait of a young girl, half length, wearing a green and gold costume with a red hat"
2348,https://www.copia-di-arte.com/a/paul-cezanne/the-large-bathers-1.html,Paul Cézanne(1839  - 1906),Impressionismo,The Large Bathers(c.1900-05)
2349,https://www.copia-di-arte.com/a/jean-louis-gericault/battleatthetimeofthefrenc.html,Jean Louis Théodore Géricault(1791  - 1824),Romanticismo,Battle at the time of the French conquest of Algeria (oil on canvas)(19th)
2350,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/madonna-del-passaggio.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Holy family with St. John (by Raffael and Giulio Romano)(1518-22)
2351,https://www.copia-di-arte.com/a/claude-monet/seerosen-19.html,Claude Monet(1840  - 1926),Impressionismo,Water Lilies(1905)
2352,https://www.copia-di-arte.com/a/max-liebermann/the-two-nurses-leather.html,Max Liebermann(1847  - 1935),Impressionismo,The two nurses leather(1918)
2353,https://www.copia-di-arte.com/a/averkamp-hendrik/winterszene-mit-eislaeufe.html,Hendrik Averkamp(1585  - 1636),Barocco,Winterszene mit Eisläufern( 1620er Ja)
2354,https://www.copia-di-arte.com/a/testard-robinet/ms-fr-fv-vi-1-fol153v-ear.html,Robinet Testard(fl.1470  - 1523),Rinascimento,Ms Fr. Fv VI #1 fol.153v Ear of Corn and Cyminum Sylvestre(c.1470)
2355,https://www.copia-di-arte.com/a/ury-lesser/windmhle-2.html,Lesser Ury(1861  - 1931),Espressionismo,Windmühle(1894)
2356,https://www.copia-di-arte.com/a/albrecht-durer/betendehnde-3.html,Albrecht Duerer(1471  - 1528),Rinascimento,Praying Hands(1508)
2357,https://www.copia-di-arte.com/a/jean-louis-gericault/headofahorsemanportraitde.html,Jean Louis Théodore Géricault(1791  - 1824),Romanticismo,"Head of a horseman (portrait de Lieutenant Dieudonne), c.1812"
2358,https://www.copia-di-arte.com/a/friedensreich-hundertwasser/668abschiedausafrika10pk.html,Friedensreich Hundertwasser(1928  - 2000),Arte Figurativa astratta,
2359,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/stillendemutter.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,Suckling Mother
2360,https://www.copia-di-arte.com/a/sir-anthonis-van-dyck/familienportrt-1.html,Sir Anthonis van Dyck(1599  - 1641),Barocco,Family portrait(1621)
2361,https://www.copia-di-arte.com/a/guido-reni/attributedguidorenisebyl-.html,Guido Reni(1575  - 1642),Barocco,Attributed Guido Reni / Sebyl
2362,https://www.copia-di-arte.com/a/claude-monet/thecliffsneardieppe.html,Claude Monet(1840  - 1926),Impressionismo,The Cliffs near Dieppe
2363,https://www.copia-di-arte.com/a/cranach-il-vecchio/dasturnierammarktplatz.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Das Turnier am Marktplatz.
2364,https://www.copia-di-arte.com/a/david-teniers/dteniersdergitarrenspiele.html,David Teniers(1610  - 1690),Barocco,"D.Teniers, Der Gitarrenspieler"
2365,https://www.copia-di-arte.com/a/pierre-auguste-renoir/lady-in-a-black-dress.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Lady in a black dress.
2366,https://www.copia-di-arte.com/a/thewsey/theblueandwhitetureenwith.html,Joan  Thewsey,Arte concreta figurativa,The Blue and White Tureen with Fruit (w/c) 
2367,https://www.copia-di-arte.com/a/peter-paul-rubens/rubensrapeofdaughtersofle.html,Peter Paul Rubens(1577  - 1640),Barocco,Rubens / Rape of Daughters of Leukippos
2368,https://www.copia-di-arte.com/a/pierre-auguste-renoir/mother-and-child-7.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Mother and Child(1916)
2369,https://www.copia-di-arte.com/a/travers/subtleflowred.html,Michael Travers,Arte Figurativa astratta,subtle flow red
2370,https://www.copia-di-arte.com/a/rohlfs-christian/gethsemane-1.html,Christian Rohlfs(1849  - 1938),Espressionismo,Gethsemane(1916)
2371,https://www.copia-di-arte.com/a/neal/4treespicenzatuscany.html,Trevor  Neal,Arte concreta figurativa,"4 Trees, Picenza, Tuscany"
2372,https://www.copia-di-arte.com/a/leonardo-da-vinci/autoritratto-1.html,Leonardo da Vinci(1452  - 1519),Rinascimento,Autoritratto(c.1513)
2373,https://www.copia-di-arte.com/a/wassily-kandinsky/twoandone.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Two and One(1933)
2374,https://www.copia-di-arte.com/a/guido-reni/reniassumptionothevirginm.html,Guido Reni(1575  - 1642),Barocco,Reni/Assumption o.the Virgin Mary/c.1616
2375,https://www.copia-di-arte.com/a/edouard-manet/blumenstckmitschwertliliegoldregenundgeranie.html,Edouard Manet(1832  - 1883),Impressionismo,"Flower Piece with Iris, Laburnum, and Geranium(1880)"
2376,https://www.copia-di-arte.com/a/john-constable/landscape-with-buildings.html,John Constable(1776  - 1837),Romanticismo,Landscape with Buildings in the distance
2377,https://www.copia-di-arte.com/a/john-william-waterhouse/tennysonmarianapaintingwa.html,John William Waterhouse(1849  - 1917),Arte Vittoriana,"Tennyson, Mariana / painting, Waterhouse"
2378,https://www.copia-di-arte.com/a/scuola-inglese/thegreateasterbenediction.html, Scuola Inglese(18th century ),Arte Vittoriana,"The Great Easter Benediction in the Piazza of St. Peter''s, Rome"
2379,https://www.copia-di-arte.com/a/camille-pissarro/the-mountain-way-l-hermi.html,Camille Pissarro(1830  - 1903),Impressionismo,"The mountain way, L, ' Hermitage, Pontaise(1875)"
2380,https://www.copia-di-arte.com/a/graham-1/tablereflectionsoiloncanv.html,Peter  Graham,Arte astratta figurativa,Table Reflections (oil on canvas) 
2381,https://www.copia-di-arte.com/a/kersting-georg-friedrich/georg-friedrich-kersting.html,Georg Friedrich Kersting(1785  - 1847),Romanticismo,Caspar David Friedrich nell'atelier(1811)
2382,https://www.copia-di-arte.com/a/claude-monet/womaninagarden.html,Claude Monet(1840  - 1926),Impressionismo,Woman in a Garden
2383,https://www.copia-di-arte.com/a/zupan-dagmar/knowledge.html,Dagmar Zupan(1960 ),Arte astratta figurativa,Knowledge(2001)
2384,https://www.copia-di-arte.com/a/michelangelo-caravaggio/caravaggioconversionofpau-1.html,Michelangelo Caravaggio(1573  - 1610),Barocco,"Caravaggio /Conversion of Paul,1st Vers."
2385,https://www.copia-di-arte.com/a/bode-gabriele-diana/angel-of-the-blessing.html,Gabriele-Diana Bode(1947 ),Arte concreta figurativa,Angel of the blessing(1999)
2386,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/davosmitkirche.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
2387,https://www.copia-di-arte.com/a/gustave-caillebotte/taking-a-bath-on-the-bank.html,Gustave Caillebotte(1848  - 1894),Impressionismo,Taking a bath on the bank of the river Yerres.
2388,https://www.copia-di-arte.com/a/fackert-hg/small-great-love.html,HG Fackert,Arte astratta figurativa,Small great love(1999)
2389,https://www.copia-di-arte.com/a/august-macke/persone-si-incontrano.html,August Macke(1887  - 1914),Espressionismo,Persone che si incontrano(1914)
2390,https://www.copia-di-arte.com/a/francesco-hayez/fhayez___melancholic_thou.html,Francesco Hayez(1791  - 1882),Romanticismo,F.Hayez / Melancholic Thought / 1842(1842)
2391,https://www.copia-di-arte.com/a/scuola-inglese/ceremonyofthetedeumtheall.html, Scuola Inglese(18th century ),Arte Vittoriana,"Ceremony of the Te Deum the Allied Armies in Louis XV Square, Paris, on 10th April 1814"
2392,https://www.copia-di-arte.com/a/lawrence-sir-thomas/william-lamb.html,Sir Thomas Lawrence(1769  - 1830),Classicismo,William Lamb
2393,https://www.copia-di-arte.com/a/paul-cezanne/uferlandschaft-2.html,Paul Cézanne(1839  - 1906),Impressionismo,Bank of a River
2394,https://www.copia-di-arte.com/a/eugene-boudin/the-coast-at-la-heve.html,Eugène Boudin(1824  - 1898),Impressionismo,The Coast at La Heve(1856)
2395,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/katze_in_einem_kinde.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,(Um 1903)
2396,https://www.copia-di-arte.com/a/francisco-jose-de-goya-1/knabenbeimaufblasen.html,Francisco Jose de Goya(1746  - 1828),Classicismo,
2397,https://www.copia-di-arte.com/a/michelangelo-buonarroti/studi-testa-leda.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Studi per la testa della Leda(1529/30)
2398,https://www.copia-di-arte.com/a/seligman/chocaholicoiloncanvas.html,Lincoln  Seligman,Arte concreta figurativa,Chocaholic (oil on canvas) 
2399,https://www.copia-di-arte.com/a/paul-gauguin/tevaadaskanu.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Te Vaa (The Canoe)(1896)
2400,https://www.copia-di-arte.com/a/ury-lesser/ziehendewolken-4.html,Lesser Ury(1861  - 1931),Espressionismo,Ziehende Wolken(1913)
2401,https://www.copia-di-arte.com/a/powis-paul/calalena-1.html,Paul Powis,Arte astratta figurativa,Cala Lena
2402,https://www.copia-di-arte.com/a/tiziano-vercellio/lambert-sustris.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,Lambert Sustris(1548)
2403,https://www.copia-di-arte.com/a/egon-schiele/nudo-feminile.html,Egon Schiele(1890  - 1918),Espressionismo,nudo feminile(1917)
2404,https://www.copia-di-arte.com/a/scuola-inglese/christmasgambolsorakissun.html, Scuola Inglese(18th century ),Arte Vittoriana,"Christmas Gambols, or a Kiss Under the Mistletoe"
2405,https://www.copia-di-arte.com/a/camille-pissarro/countryside-around-chapon.html,Camille Pissarro(1830  - 1903),Impressionismo,Countryside around Chaponval(1880)
2406,https://www.copia-di-arte.com/a/vincent-van-gogh/olivenhain-8.html,Vincent van Gogh(1853  - 1890),Impressionismo,Olive grove(1889)
2407,https://www.copia-di-arte.com/a/david-teniers/the-seven-acts-of-mercy-1.html,David Teniers(1610  - 1690),Barocco,The Seven Acts of Mercy
2408,https://www.copia-di-arte.com/a/wassily-kandinsky/moonrise-3.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Moonrise(1911)
2409,https://www.copia-di-arte.com/a/lovis-corinth/woods-creek-at-piece-of-h.html,Lovis Corinth(1858  - 1925),Espressionismo,Woods creek at piece of Heinrich at the Starnberger lake(1897)
2410,https://www.copia-di-arte.com/a/jacob-philipp-hackert/lepre-nel-sottobosco.html,Jacob Philipp Hackert(1737  - 1807),Classicismo,Una lepre nel sottobosco
2411,https://www.copia-di-arte.com/a/alexej-von-jawlensky/portrait-klamm.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,Portrait Klamm(1913)
2412,https://www.copia-di-arte.com/a/raeburn-sir-henry-1/robertfergusonofraithundlieutenant-generalsirronal.html,Sir Henry Raeburn(1756  - 1823),Romanticismo,Robert Ferguson of Raith and Lieutenant-General Sir Ronald Ferguson (The Archers)
2413,https://www.copia-di-arte.com/a/bonnard-pierre/apres_le_dejeuner.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Apres le Dejeuner
