,image_link,artists,art_movement,title
1116,https://www.copia-di-arte.com/a/rembrandt-van-rijn/der-apotheker-abraham-francen.html,Rembrandt van Rijn(1606  - 1669),Barocco,Der Apotheker Abraham Francen(1657)
1117,https://www.copia-di-arte.com/a/jean-louis-gericault/study-of-a-hand-2.html,Jean Louis Théodore Géricault(1791  - 1824),Romanticismo,Study of a Hand
1118,https://www.copia-di-arte.com/a/cranach-il-vecchio/portrtvonjohanndesbestndigenvonsachsen1468-1532.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Portrait of John of Saxony (1468-1532)(1509)
1119,https://www.copia-di-arte.com/a/edgar-degas/dancers-at-rehearsal.html,Edgar Degas(1834  - 1917),Impressionismo,"Dancers at Rehearsal,(1875-1877)"
1120,https://www.copia-di-arte.com/a/georg_ireland/aubrey-9.html,Georg Ireland(1953 ),Arte astratta figurativa,Aubrey 9(2019)
1121,https://www.copia-di-arte.com/a/ury-lesser/mdchenmithund-1.html,Lesser Ury(1861  - 1931),Espressionismo,Mädchen mit Hund(1920)
1122,https://www.copia-di-arte.com/a/albrecht-durer/weiherhuschen.html,Albrecht Duerer(1471  - 1528),Rinascimento,House at fishpond
1123,https://www.copia-di-arte.com/a/sorolla-joaquin/portrait-of-maria-guerrer-1.html,Joaquin Sorolla(1863  - 1923),Post-impressionismo,"Portrait of Maria Guerrero, actress and director of Teatro Espanol in Madrid(1906)"
1124,https://www.copia-di-arte.com/a/paul-cezanne/totenkopfundkanne.html,Paul Cézanne(1839  - 1906),Impressionismo,Skull and jug
1125,https://www.copia-di-arte.com/a/burne-jones-sir-edward/mamagertieandgeorgietrave.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,"Mama, Gertie and Georgie travelling on a boat to France, from the album ''Letters to Katie'', 1883-8"
1126,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/diesngerinyvetteguilbert.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,The Singer Yvette Guilbert(1894)
1127,https://www.copia-di-arte.com/a/paul-cezanne/the-village-road-auvers.html,Paul Cézanne(1839  - 1906),Impressionismo,"The Village Road, Auvers(c.1872-73)"
1128,https://www.copia-di-arte.com/a/jordaens-jacob/as-the-old-sing-the-young.html,Jacob Jordaens(1593  - 1678),Barocco,"""As the Old Sing, the Young Pipe"""
1129,https://www.copia-di-arte.com/a/armitage-1/chrysanthemumwhiteandapri.html,Karen  Armitage,Arte concreta figurativa,"Chrysanthemum, white and apricot "
1130,https://www.copia-di-arte.com/a/seligman/coconutsrilanka-1.html,Lincoln  Seligman,Arte concreta figurativa,"Coconut, Sri Lanka"
1131,https://www.copia-di-arte.com/a/zuloaga-ignazio/bodegonmelocotonmanzanasp.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,"BODEGON (MELOCOTON, MANZANAS, PERA Y UVAS)(2010-01-30)"
1132,https://www.copia-di-arte.com/a/travers/rainbowrideflow.html,Michael Travers,Arte Figurativa astratta,rainbow ride flow
1133,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/misianatanson-2.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,Misia Nathanson
1134,https://www.copia-di-arte.com/a/camille-pissarro/the-apple-pickers.html,Camille Pissarro(1830  - 1903),Impressionismo,The Apple Pickers(1886)
1135,https://www.copia-di-arte.com/a/edvard-munch/thewhitenight.html,Edvard Munch(1863  - 1944),Espressionismo,The White Night(1903)
1136,https://www.copia-di-arte.com/a/eugene-boudin/the-beach-at-trouville-2.html,Eugène Boudin(1824  - 1898),Impressionismo,The Beach at Trouville(1864)
1137,https://www.copia-di-arte.com/a/claude-monet/pourvillebeidieppe.html,Claude Monet(1840  - 1926),Impressionismo,Pourville bei Dieppe(1882)
1138,https://www.copia-di-arte.com/a/seligman/youngbuddhistmonkandgongb.html,Lincoln  Seligman,Arte concreta figurativa,"Young Buddhist Monk and Gong, Bhutan"
1139,https://www.copia-di-arte.com/a/jean-babtiste-corot/flessellesstraemitbauerun.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,"Flesselles, Straße mit Bauer und Kuh (Flesselles, une Rue avec une Paysanne et sa Vache)(Um 1862-65)"
1140,https://www.copia-di-arte.com/a/fuessli-johann-heinrich/three-kurtisanen-back-the.html,Johann Heinrich Füssli(1741  - 1825),Classicismo,(three Kurtisanen back the work's resting woman act and piano-player)
1141,https://www.copia-di-arte.com/a/nicolas-poussin/landschaftmitrastendenreisenden.html,Nicolas Poussin(1594  - 1665),Classicismo,Landscape with Travellers Resting
1142,https://www.copia-di-arte.com/a/powis-paul/rapeacryliconcard.html,Paul Powis,Arte astratta figurativa,Rape (acrylic on card) 
1143,https://www.copia-di-arte.com/a/gustave-caillebotte/lyerreseffetdepluie.html,Gustave Caillebotte(1848  - 1894),Impressionismo,Yerres in the Rain
1144,https://www.copia-di-arte.com/a/camille-pissarro/view-of-pontoise-quai-you.html,Camille Pissarro(1830  - 1903),Impressionismo,(view of Pontoise Quai you Pothuis)(1868)
1145,https://www.copia-di-arte.com/a/cranach-il-vecchio/portrteinesschsischenprinzen.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Portrait of a Prince of Saxony
1146,https://www.copia-di-arte.com/a/wassily-kandinsky/whiteoval.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,White Oval(1919)
1147,https://www.copia-di-arte.com/a/paul-cezanne/madamecezannewithayellowa.html,Paul Cézanne(1839  - 1906),Impressionismo,"Madame Cezanne with a Yellow Armchair, 1888-90"
1148,https://www.copia-di-arte.com/a/pierre-auguste-renoir/ball-at-the-moulin-de-la-3.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Ball at the Moulin de la Galette, detail of two seated men(1876)"
1149,https://www.copia-di-arte.com/a/modersohn-becker-paula-1/anbetung_der_drei_ko.html,Paula Modersohn-Becker(1876  - 1907),Espressionismo,(1907)
1150,https://www.copia-di-arte.com/a/diego-rodriguez-velazquez/velzquezthepopesbarber-2.html,Diego Rodriguez de Silva y Velázquez(1599  - 1660),Barocco,Velázquez / The Pope s Barber
1151,https://www.copia-di-arte.com/a/pierre-joseph-redoute/anemonesimplexredout-2.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Anemone simplex / Redouté
1152,https://www.copia-di-arte.com/a/berthe-morisot/portrait-of-julie-manet-1-1.html,Berthe Morisot(1841  - 1895),Impressionismo,Portrait of Julie Manet (1878-1966) Holding a Book(1889)
1153,https://www.copia-di-arte.com/a/cranach-il-vecchio/das-9-gebot-du-sollst-nic.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Das 9. Gebot: Du sollst nicht begehren deines Naechsten Weib(1516)
1154,https://www.copia-di-arte.com/a/claude-monet/il-bacino-delle-ninfee.html,Claude Monet(1840  - 1926),Impressionismo,Il bacino delle ninfee(1917/1919)
1155,https://www.copia-di-arte.com/a/albrecht-durer/portrait-of-oswolt-krel.html,Albrecht Duerer(1471  - 1528),Rinascimento,Portrait of Oswolt Krel(1499)
1156,https://www.copia-di-arte.com/a/paul-cezanne/flower-vase-apples-and-su.html,Paul Cézanne(1839  - 1906),Impressionismo,"Flower vase, apples and sugar bowl"
1157,https://www.copia-di-arte.com/a/caspar-david-friedrich/cespugli-nella-neve.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Cespugli nella neve(1828)
1158,https://www.copia-di-arte.com/a/pierre-auguste-renoir/arenoir___portrait_dit_d.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"A.Renoir / Portrait, dit de Margot"
1159,https://www.copia-di-arte.com/a/vincent-van-gogh/accampamento-zingari.html,Vincent van Gogh(1853  - 1890),Impressionismo,Accampamento di zingari con carovane(1888)
1160,https://www.copia-di-arte.com/a/vittore-carpaccio/st-stephen-preaching.html,Vittore Carpaccio(um 1450  - 1525),Rinascimento,St. Stephen Preaching(um 1520)
1161,https://www.copia-di-arte.com/a/schuessler-petra/orange-brown-balance.html,Petra Schüßler(1958 ),Arte astratta figurativa,Orange Brown Balance(2007)
1162,https://www.copia-di-arte.com/a/henri-de-toulouse-lautrec-1/in-the-drawing-room-in-th.html,Henri de Toulouse-Lautrec(1864  - 1901),Post-impressionismo,In the drawing-room in the Rue of the Moulins(1894)
1163,https://www.copia-di-arte.com/a/claude-monet/rouen-cathedral-evening-h.html,Claude Monet(1840  - 1926),Impressionismo,"Rouen Cathedral, evening, harmony in brown(1894)"
1164,https://www.copia-di-arte.com/a/edvard-munch/melancholia-7.html,Edvard Munch(1863  - 1944),Espressionismo,Melancholia 
1165,https://www.copia-di-arte.com/a/david-teniers/dteniersschoolvillageinnp.html,David Teniers(1610  - 1690),Barocco,D.Teniers School / Village Inn / Paint.
1166,https://www.copia-di-arte.com/a/john-constable/helvellyn.html,John Constable(1776  - 1837),Romanticismo,Helvellyn
1167,https://www.copia-di-arte.com/a/pierre-auguste-renoir/giovanne-ragazze-in-campagna.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Giovanne ragazze in campagna(1916)
1168,https://www.copia-di-arte.com/a/dante-gabriel-rossetti/dantestraumamtagdestodesvonbeatriceiosonoinpace.html,Dante Gabriel Rossetti(1828  - 1882),Arte Vittoriana,Dante's Dream on the Day of the Death of Beatrice (Io sono in pace)(1875)
1169,https://www.copia-di-arte.com/a/camille-pissarro/pissarrothequarrypontoise.html,Camille Pissarro(1830  - 1903),Impressionismo,"Pissarro / The quarry, Pontoise / c.1875"
1170,https://www.copia-di-arte.com/a/taylor-2/ablackveil-troubledtimes.html,Stevie  Taylor,Arte astratta figurativa,A black veil- troubled times
1171,https://www.copia-di-arte.com/a/vincent-van-gogh/vvgoghwheatfielddrawing18.html,Vincent van Gogh(1853  - 1890),Impressionismo,"V.v.Gogh, Wheat Field / Drawing / 1888"
1172,https://www.copia-di-arte.com/a/raffaello-sanzio-urbino/cherubini-particolare-del.html,(Raffaello) Raffaello Sanzio(1483  - 1520),Rinascimento,Cherubini - particolare della Cappella Sistina(1512/13)
1173,https://www.copia-di-arte.com/a/peter-paul-rubens/the-coronation-maria-deme.html,Peter Paul Rubens(1577  - 1640),Barocco,The coronation Maria De'Medici to the queen in Saint Denis on May 13th(1610)
1174,https://www.copia-di-arte.com/a/ernst-ludwig-kirchner/kaffeetisch-1.html,Ernst Ludwig Kirchner(1880  - 1938),Espressionismo,
1175,https://www.copia-di-arte.com/a/vincent-van-gogh/portrait-of-a-young-girl-34.html,Vincent van Gogh(1853  - 1890),Impressionismo,Portrait of a Young Girl(1888)
1176,https://www.copia-di-arte.com/a/carus-carl-gustav/gestrandetesboot.html,Carl Gustav Carus(1789  - 1869),Romanticismo,Boat in Ice Floes
1177,https://www.copia-di-arte.com/a/paul-gauguin/ehaereoeihia.html,Paul Gauguin(1848  - 1903),Post-impressionismo,E Haere oe i hia
1178,https://www.copia-di-arte.com/a/albrecht-durer/il-rinoceronte.html,Albrecht Duerer(1471  - 1528),Rinascimento,Il rinoceronte(1515)
1179,https://www.copia-di-arte.com/a/tiziano-vercellio/the-entombment-of-christ-1.html, Tiziano (alias Tiziano Vercellio)(ca. 1488  - 1576),Rinascimento,The Entombment of Christ
1180,https://www.copia-di-arte.com/a/travers/checkeredbackground.html,Michael Travers,Arte Figurativa astratta,checkered background
1181,https://www.copia-di-arte.com/a/easton/abovetheblueirisesoilonca.html,Timothy  Easton,Arte concreta figurativa,Above the Blue Irises (oil on canvas) 
1182,https://www.copia-di-arte.com/a/august-macke/selbstportrt1909.html,August Macke(1887  - 1914),Espressionismo,Self-portrait 1909(1909)
1183,https://www.copia-di-arte.com/a/armitage-1/anemonesoiloncanvas-1.html,Karen  Armitage,Arte concreta figurativa,Anemones (oil on canvas) 
1184,https://www.copia-di-arte.com/a/fuessli-johann-heinrich/lady-macbeth-sleepwalking.html,Johann Heinrich Füssli(1741  - 1825),Classicismo,Lady Macbeth Sleepwalking(1783)
1185,https://www.copia-di-arte.com/a/egon-schiele/lovers-1.html,Egon Schiele(1890  - 1918),Espressionismo,Lovers(1913)
1186,https://www.copia-di-arte.com/a/zuloaga-ignazio/segoviaoldhouses.html,Ignazio Zuloaga(1870  - 1945),Impressionismo,Segovia: Old Houses(2010-01-28)
1187,https://www.copia-di-arte.com/a/max-liebermann/portrait-of-erich-hancke.html,Max Liebermann(1847  - 1935),Impressionismo,portrait of Erich Hancke(1929)
1188,https://www.copia-di-arte.com/a/vincent-van-gogh/vangoghafteredelacroixpie.html,Vincent van Gogh(1853  - 1890),Impressionismo,"Van Gogh after E.Delacroix, Pietà"
1189,https://www.copia-di-arte.com/a/august-macke/groerzoologischergarten.html,August Macke(1887  - 1914),Espressionismo,Großer Zoologischer Garten(1913)
1190,https://www.copia-di-arte.com/a/cranach-il-vecchio/judith-16.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Judith
1191,https://www.copia-di-arte.com/a/david-teniers/the-garden-of-the-armida.html,David Teniers(1610  - 1690),Barocco,The garden of the Armida.
1192,https://www.copia-di-arte.com/a/claude-monet/la-grenouillere-1.html,Claude Monet(1840  - 1926),Impressionismo,La Grenouillere(1869)
1193,https://www.copia-di-arte.com/a/wassily-kandinsky/sign-1.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Sign(1926)
1194,https://www.copia-di-arte.com/a/scuola-inglese/statue-of-queen-anne-1665.html, Scuola Inglese(18th century ),Arte Vittoriana,Statue of Queen Anne (1665-1714)(published)
1195,https://www.copia-di-arte.com/a/grimshaw-john-atkinson/southwark-bridge-1.html,John Atkinson Grimshaw(1836  - 1893),Arte Vittoriana,Southwark Bridge(1882)
1196,https://www.copia-di-arte.com/a/caspar-david-friedrich/rovina-eldena-nei-sudeti.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Rovina Eldena nelle montagne dei Sudeti(um 1830/34)
1197,https://www.copia-di-arte.com/a/lovis-corinth/self-portrait-in-armour.html,Lovis Corinth(1858  - 1925),Espressionismo,Self portrait in armour(1914)
1198,https://www.copia-di-arte.com/a/pierre-auguste-renoir/medallion-portrait-of-cla.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,Medallion Portrait of Claude Renoir (1901-81)
1199,https://www.copia-di-arte.com/a/iwanow-alexander-andrejew/apollonhyazinthundkyparissossingendundmusizierend.html,Alexander Andrejewitsch Iwanow(1806  - 1858),Romanticismo,"Apollo, Hyacinth and Cyparissus singing and playing"
1200,https://www.copia-di-arte.com/a/vincent-van-gogh/vangoghcemeteryintheraind.html,Vincent van Gogh(1853  - 1890),Impressionismo,"Van Gogh, Cemetery in the Rain / Draw."
1201,https://www.copia-di-arte.com/a/jones-3/thecarpenterscat.html,Hilary  Jones,Arte concreta figurativa,The Carpenter''s Cat 
1202,https://www.copia-di-arte.com/a/claude-monet/claude_monet___bassin_d__.html,Claude Monet(1840  - 1926),Impressionismo,Claude Monet / Bassin d''Argenteuil /1872
1203,https://www.copia-di-arte.com/a/michelangelo-buonarroti/studyforthelastjudgementf.html,Michelangelo Buonarroti(1475  - 1564),Rinascimento,Study for the Last Judgement (for verso see 191772)
1204,https://www.copia-di-arte.com/a/wassily-kandinsky/apocalypseriders.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Apocalypse Riders 
1205,https://www.copia-di-arte.com/a/paul-gauguin/faaturumamelancholikerin.html,Paul Gauguin(1848  - 1903),Post-impressionismo,Faaturuma (Melancholic)(1891)
1206,https://www.copia-di-arte.com/a/claude-monet/withdrawn-32.html,Claude Monet(1840  - 1926),Impressionismo,WITHDRAWN
1207,https://www.copia-di-arte.com/a/berthe-morisot/jupiter-and-callisto-afte.html,Berthe Morisot(1841  - 1895),Impressionismo,"Jupiter and Callisto, after a painting by Boucher"
1208,https://www.copia-di-arte.com/a/peter-paul-rubens/apollonundmarsyas-1.html,Peter Paul Rubens(1577  - 1640),Barocco,Apollo and Marsyas
1209,https://www.copia-di-arte.com/a/leighton-frederic/sketchforavisionc1860-61o.html,Frederic Leighton(1830  - 1896),Arte Vittoriana,"Sketch for 'A Vision', c.1860-61 (oil on canvas)(1876)"
1210,https://www.copia-di-arte.com/a/hubert-robert/villasacchettiromeredchal.html,Hubert Robert(1733  - 1808),Classicismo,"Villa Sacchetti, Rome (red chalk on paper)(16th)"
1211,https://www.copia-di-arte.com/a/chardin-jean-baptiste/chardinthediligentmother-.html,Jean-Baptiste Siméon Chardin(1699  - 1779),Romanticismo,Chardin / The diligent Mother
1212,https://www.copia-di-arte.com/a/pierre-auguste-renoir/renoir_auguste_1841_1919.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Renoir, Auguste 1841-1919. ''La Mosquee, fete arabe'' (The mosque, Arab festival), 1881. Oil on canv"
1213,https://www.copia-di-arte.com/a/leonardo-da-vinci/testa-di-donna.html,Leonardo da Vinci(1452  - 1519),Rinascimento,Testa di donna(1470-1476)
1214,https://www.copia-di-arte.com/a/scuola-inglese/twoviewsofapleypriorydeta.html, Scuola Inglese(18th century ),Arte Vittoriana,Two Views of Apley Priory (detail of 11741)
1215,https://www.copia-di-arte.com/a/neal/chapelandtwotreestuscany.html,Trevor  Neal,Arte concreta figurativa,"Chapel and Two Trees, Tuscany"
1216,https://www.copia-di-arte.com/a/claude-joseph-vernet/schiffbruchimsturmvoreine.html,Claude Joseph Vernet(1714  - 1789),Classicismo,Schiffbruch im Sturm vor einer Festung(1769)
1217,https://www.copia-di-arte.com/a/burne-jones-sir-edward/study-of-a-girls-head-1.html,Sir Edward Burne-Jones(1833  - 1898),Arte Vittoriana,Study of a Girl's Head
1218,https://www.copia-di-arte.com/a/vincent-van-gogh/diesonnenblumen-1.html,Vincent van Gogh(1853  - 1890),Impressionismo,The Sunflowers(1889)
1219,https://www.copia-di-arte.com/a/paul-cezanne/dejeunersurlherbe1876-77.html,Paul Cézanne(1839  - 1906),Impressionismo,"Dejeuner sur l''herbe, 1876-77"
1220,https://www.copia-di-arte.com/a/eugene-delacroix/clorinde-frees-olindo-and.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,Clorinde frees Olindo and Sofronia from the stake(1853/56)
1221,https://www.copia-di-arte.com/a/leighton-frederic/alexandra-leighton-mrs-su.html,Frederic Leighton(1830  - 1896),Arte Vittoriana,Alexandra Leighton (Mrs Sutherland Orr) (1827-1903)(1891)
1222,https://www.copia-di-arte.com/a/flohic-philippe/tete-sur-genou-philippe-f.html,Philippe Flohic(1966 ),Arte concreta figurativa,Tête sur genou
1223,https://www.copia-di-arte.com/a/john-singer-sargent/laundry-grooves-in-a-shad.html,John Singer Sargent(1856  - 1925),Impressionismo,Laundry grooves in a shady court
1224,https://www.copia-di-arte.com/a/flohic-philippe/oeil-profil-060608.html,Philippe Flohic(1966 ),Arte concreta figurativa,Oeil profil 060608
1225,https://www.copia-di-arte.com/a/franz-xaver-winterhalter/leopold-i-1790-1865.html,Franz Xaver Winterhalter(1805  - 1873),Classicismo,Leopold I (1790-1865)
1226,https://www.copia-di-arte.com/a/edgar-degas/scuola-di-ballo.html,Edgar Degas(1834  - 1917),Impressionismo,Scuola di ballo(1873)
1227,https://www.copia-di-arte.com/a/gerard-francois-pascal/the-music-lesson-2.html,François Pascal Simon Gérard(1770  - 1837),Classicismo,The Music Lesson(1790)
1228,https://www.copia-di-arte.com/a/alexej-von-jawlensky/stilllebenmithyazinthe.html,Alexej von Jawlensky(1864  - 1941),Espressionismo,Stillleben mit Hyazinthe(um 1903)
1229,https://www.copia-di-arte.com/a/bonnard-pierre/paysage_au_soleil_co.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Paysage au soleil couchant (Le Cannet)(1927)
1230,https://www.copia-di-arte.com/a/ingeborg-kuhn/kuh-1-1.html,Ingeborg Kuhn(1940 ),Arte concreta figurativa,Kuh 1(2007)
1231,https://www.copia-di-arte.com/a/peter-paul-rubens/portraitofisabellehelener.html,Peter Paul Rubens(1577  - 1640),Barocco,"Portrait of Isabelle Helene Rubens, daughter of the artist, 1636 (pierre noire & red chalk & white h"
1232,https://www.copia-di-arte.com/a/bonnard-pierre/spiegelberdemwaschbecken.html,Pierre Bonnard(1867  - 1947),Post-impressionismo,Spiegel über dem Waschbecken(1908)
1233,https://www.copia-di-arte.com/a/john-singer-sargent/portraitvoncaspargoodrich.html,John Singer Sargent(1856  - 1925),Impressionismo,Portrait von Caspar Goodrich
1234,https://www.copia-di-arte.com/a/vittore-carpaccio/vcarpaccio__christ_at_mto.html,Vittore Carpaccio(um 1450  - 1525),Rinascimento,V.Carpaccio /Christ at Mt.of Olives/ Ptg
1235,https://www.copia-di-arte.com/a/slevogt-max/erdbeeren-2.html,Max Slevogt(1868  - 1932),Impressionismo,(1909)
1236,https://www.copia-di-arte.com/a/nicolas-poussin/kephalosundaurora-1.html,Nicolas Poussin(1594  - 1665),Classicismo,Cephalus and Aurora
1237,https://www.copia-di-arte.com/a/paul-gauguin/stillebenmitmandoline.html,Paul Gauguin(1848  - 1903),Post-impressionismo,still life with mandolin
1238,https://www.copia-di-arte.com/a/caspar-david-friedrich/ice-floe.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Ice Floe(1840)
1239,https://www.copia-di-arte.com/a/seligman/beachhouse1995acryliconbo.html,Lincoln  Seligman,Arte concreta figurativa,"Beach house, 1995 (acrylic on board) "
1240,https://www.copia-di-arte.com/a/gustave-caillebotte/interior-of-a-studio-1.html,Gustave Caillebotte(1848  - 1894),Impressionismo,Interior of a Studio(c.1872-74)
1241,https://www.copia-di-arte.com/a/pierre-joseph-redoute/sweet-peas-lathyrus-odora.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Sweet Peas (Lathyrus odoratur) from 'Choix des Plus Belles Fleurs'(1827-33)
1242,https://www.copia-di-arte.com/a/camille-pissarro/the-oise-at-pontoise-1.html,Camille Pissarro(1830  - 1903),Impressionismo,The Oise at Pontoise(1876)
1243,https://www.copia-di-arte.com/a/jean-babtiste-corot/le-colisee-vu-des-jardins.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,"Le Colisee, vu des jardins Fernese(1826)"
1244,https://www.copia-di-arte.com/a/august-macke/ampia-vetrina.html,August Macke(1887  - 1914),Espressionismo,Ampia vetrina(1912)
1245,https://www.copia-di-arte.com/a/joseph-karl-stieler/antonia-of-ott-gives-wall.html,Joseph Karl Stieler(1781  - 1858),Romanticismo,Antonia of Ott gives. Wallinger end the Schönheitengalerie king Ludwig I. of Bavaria(1840)
1246,https://www.copia-di-arte.com/a/armitage-1/narcissusfermoyatcastleho.html,Karen  Armitage,Arte concreta figurativa,Narcissus Fermoy at Castle Howard 
1247,https://www.copia-di-arte.com/a/averkamp-hendrik/crucifixion-6.html,Hendrik Averkamp(1585  - 1636),Barocco,Crucifixion(1630)
1248,https://www.copia-di-arte.com/a/travers/lovetree-1.html,Michael Travers,Arte Figurativa astratta,love tree
1249,https://www.copia-di-arte.com/a/guido-reni/dieanbetungdeschristuskindes-20.html,Guido Reni(1575  - 1642),Barocco,The Adoration of the Christ Child
1250,https://www.copia-di-arte.com/a/peter-paul-rubens/portrait-of-catherine-man.html,Peter Paul Rubens(1577  - 1640),Barocco,"Portrait of Catherine Manners, Duchess of Buckingham"
1251,https://www.copia-di-arte.com/a/seligman/steelbowl2005acrylic.html,Lincoln  Seligman,Arte concreta figurativa,"Steel Bowl, 2005 (acrylic) "
1252,https://www.copia-di-arte.com/a/gaudeck-hans-juergen/aufderflorianska.html,Hans-Jürgen Gaudeck,Arte astratta figurativa,"Krakow, Auf der Florianska(2004)"
1253,https://www.copia-di-arte.com/a/william-blake/the-transfiguration-9.html,William Blake(1757  - 1827),Arte Vittoriana,The Transfiguration
1254,https://www.copia-di-arte.com/a/pierre-joseph-redoute/lilium-martagon-from-les.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,"Lilium Martagon, from `Les Liliacees(1806)"
1255,https://www.copia-di-arte.com/a/jean-babtiste-corot/die-alte-bruecke-zu-mante.html,Jean-Babtiste-Camille Corot(1796  - 1875),Romanticismo,Die alte Bruecke zu Mantes(1850)
1256,https://www.copia-di-arte.com/a/peter-paul-rubens/narcissus-4.html,Peter Paul Rubens(1577  - 1640),Barocco,Narcissus
1257,https://www.copia-di-arte.com/a/cranach-il-vecchio/adam-4.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Adam(1528)
1258,https://www.copia-di-arte.com/a/easton/eveningraysaroundthecoppe.html,Timothy  Easton,Arte concreta figurativa,Evening Rays Around the Copper (oil on canvas) 
1259,https://www.copia-di-arte.com/a/scuola-inglese/a-musical-afternoon.html, Scuola Inglese(18th century ),Arte Vittoriana,A Musical Afternoon
1260,https://www.copia-di-arte.com/a/ireland-3/alight.html,William  Ireland,Arte concreta figurativa,Alight
1261,https://www.copia-di-arte.com/a/ziegler-johann/ansichtvonbonn.html,Johann Ziegler(1750  - 1812),Classicismo,
1262,https://www.copia-di-arte.com/a/cranach-il-vecchio/dasgoldenezeitalterdetail.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,The Golden Age (Detail)
1263,https://www.copia-di-arte.com/a/hals-frans/female-portrait.html,Frans Hals(1581/85  - 1666),Barocco,Female portrait.(1638)
1264,https://www.copia-di-arte.com/a/pierre-auguste-renoir/pierre-augusterenoirdiewe.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,"Pierre-Auguste Renoir, Die Welle"
1265,https://www.copia-di-arte.com/a/cranach-il-vecchio/portrait-of-martin-luther.html,Lucas Cranach il Vecchio(1472  - 1553),Rinascimento,Portrait of Martin Luther (1483-1546)
1266,https://www.copia-di-arte.com/a/wassily-kandinsky/komposition-42.html,Wassily Kandinsky(16. Dezember 1866  - 13. Dezember 1944),Espressionismo,Composition 1923(1923)
1267,https://www.copia-di-arte.com/a/willis-2/calabashgirls.html,Tilly  Willis,Arte astratta figurativa,Calabash Girls
1268,https://www.copia-di-arte.com/a/scuola-inglese/hunsdonhouse.html, Scuola Inglese(18th century ),Arte Vittoriana,Hunsdon House
1269,https://www.copia-di-arte.com/a/ireland-3/floraldisplay-1.html,William  Ireland,Arte concreta figurativa,Floral Display
1270,https://www.copia-di-arte.com/a/caspar-david-friedrich/lakeside-1.html,Caspar David Friedrich(1774  - 1840),Romanticismo,Lakeside(1802-3  an)
1271,https://www.copia-di-arte.com/a/eugene-delacroix/fight-between-lion-and-ti.html,Ferdinand Victor Eugène Delacroix(1798  - 1863),Romanticismo,Fight between lion and tiger(um 1860/63)
1272,https://www.copia-di-arte.com/a/ducker-eugen/waldweg-3.html,Eugen Dücker(1841  - 1916),Romanticismo,Waldweg(Vor 1876)
1273,https://www.copia-di-arte.com/a/pierre-joseph-redoute/cabbageroseredout1835-2-1.html,Pierre Joseph Redouté(1759  - 1840),Classicismo,Cabbage Rose / Redouté 1835
1274,https://www.copia-di-arte.com/a/sir-anthonis-van-dyck/portrtkarldesiknigvonengland1600-1649-1.html,Sir Anthonis van Dyck(1599  - 1641),Barocco,"Charles I, King of England  (1600-1649)"
1275,https://www.copia-di-arte.com/a/armitage-1/gardeninportoercoleitaly1.html,Karen  Armitage,Arte concreta figurativa,"Garden in Porto Ercole, Italy, 1996 "
1276,https://www.copia-di-arte.com/a/guido-reni/diemarienkrnung-5.html,Guido Reni(1575  - 1642),Barocco,The Coronation of the Virgin(1607)
1277,https://www.copia-di-arte.com/a/pierre-auguste-renoir/lapromenade-1.html,Pierre-Auguste Renoir(1841  - 1919),Post-impressionismo,La Promenade(1870)
1278,https://www.copia-di-arte.com/a/scuola-inglese/houseofsirthomasgreshamin.html, Scuola Inglese(18th century ),Arte Vittoriana,"House of Sir Thomas Gresham, in Bishopsgate Street, London"
